ReferenceRef,RefSystemID,ReferenceID,CaseRef,SourceRef,Reference,KirkSession,Presbytery,BurghCourt,Confession,DraftDittay,Comm_CourtMin,Just_CourtMin,Circuit_CourtMin,Dittay,Pleadings,WitDep,WitStatement,CommJust,PrivyCouncil,Parliament,Estates,Royal,CommText,Verdict,Sentence,Chronicle,Financial,Other,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"R/JO/4433","JO",4433,"C/EGD/2088",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"C K Sharpe 'A Historical Account of the Belief in Witchcraft in Scotland' London, 1884, pp. 180-194.

The project did not check Larner's reference to this printed secondary source as part of the research.","jhm","10/23/02 16:20:30","jhm","10/23/02 16:20:32"
"R/JO/4434","JO",4434,"C/EGD/2288","Orkney Presbytery Records","CH2/1082/1.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","10/25/02 16:10:40","jhm","10/25/02 16:10:54"
"R/JO/4435","JO",4435,"C/EGD/2481",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"J Roberston 'Selections from the Registers of the Presbytery of Lanark' Edinburgh, 1911, p. 79.

The project did not check Larner's reference to this printed secondary source as part of the research.","jhm","10/30/02 10:10:28","jhm","10/30/02 10:11:57"
"R/JO/4437","JO",4437,"C/EGD/291","Stirling Presbytery records","CH2/722/6. Pp. 89-97.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","10/31/02 12:16:05","jhm","10/31/02 12:16:59"
"R/JO/4440","JO",4440,"C/EGD/53","Witchcraft Papers","JC40/2-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"jhm","11/07/02 16:14:48","jhm","11/07/02 16:15:16"
"R/JO/4495","JO",4495,"C/EGD/935","Spottiswoode Miscellany","Vol 2, p 304-5.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Spottiswoode is an edited copy of KS records. KS investigated a woman who had consulted Haldane for healing advice.","jhm","12/03/02 12:10:53","jhm","12/03/02 12:12:08"
"R/JO/4496","JO",4496,"C/EGD/936","Spottiswoode Miscellany","Vol 2, p 604-5.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Spottiswoode is an edited copy of KS records and this entry noted an investigation into another woman who had consulted Hormscleuch for advice about her disease.","jhm","12/03/02 12:13:01","jhm","12/03/02 12:15:19"
"R/LA/2618","LA",2618,"C/LA/2632","SJC","vol. I, p. 101",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Manuscript mention is NAS JC2/6 fo.264","LEM","05/17/01 11:17:39","LEM","05/17/01 11:22:19"
"R/LA/2619","LA",2619,"C/EGD/853","RPC","V9, pp. 471-472",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,"her record in PC","LEM","05/17/01 11:32:14","LEM","05/25/01 14:27:18"
"R/LA/2620","LA",2620,"C/EGD/948","RPC","V13, pp. 443, 485",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,"We also have a commission from Privy Council for arrest and investigation.","LEM","05/17/01 11:55:47","LEM","05/17/01 11:57:02"
"R/LA/2621","LA",2621,"C/EGD/159","RPC","V13, pp. 443, 485",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,"Also have a PC commission for arrest and investigation","LEM","05/17/01 12:02:42","LEM","05/17/01 12:03:32"
"R/LA/2622","LA",2622,"C/LA/2633","SJC","v1, p. 131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"see also NAS JC2/6 fos. 303-310","LEM","05/18/01 15:40:31","LEM","05/18/01 15:41:38"
"R/LA/2623","LA",2623,"C/LA/2634","SJC","v1, p. 146",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","05/21/01 12:09:06","LEM","05/21/01 12:09:18"
"R/LA/2624","LA",2624,"C/EGD/162","SJC","v1, p. 146",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mentioned in A. Hammiltoun's trial.","LEM","05/21/01 13:14:30","LEM","05/21/01 13:15:10"
"R/LA/2625","LA",2625,"C/LA/2635","SJC","v1, p. 146",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mentioned in A. Hammiltoun's trial.","LEM","05/21/01 13:22:28","LEM","05/21/01 13:22:55"
"R/LA/2626","LA",2626,"C/LA/2636","SJC","v1, p. 148",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,," mentioned in Hammiltoun.","LEM","05/21/01 13:38:12","LEM","06/13/01 11:55:53"
"R/LA/2627","LA",2627,"C/EGD/169","SJC","v1, p.169-171",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"LEM","05/21/01 14:21:56","jhm","10/21/02 16:23:24"
"R/LA/2628","LA",2628,"C/LA/2637","SJC","v3, p. 600",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","05/22/01 11:36:34","LEM","05/22/01 11:37:05"
"R/LA/2629","LA",2629,"C/LA/2639","SJC","v3, p. 610-613",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"same text as JC2/8 reference","LEM","05/22/01 12:40:28","LEM","10/29/02 12:19:25"
"R/LA/2630","LA",2630,"C/LA/2638","SJC","v3, p. 610-613",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"same as NAS JC2/8 pp. 347-349","LEM","05/22/01 12:44:17","LEM","06/19/01 12:11:14"
"R/LA/2631","LA",2631,"C/LA/2640","Pitcairn","Vol. 2, p. 23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Also found in High Court Record Index, no. 1, 19/10/1597","LEM","05/23/01 10:11:19","LEM","10/29/02 12:18:02"
"R/LA/2634","LA",2634,"C/LA/2643","Ayr Burgh Accounts","Accounts for 1586-7, audited on 6 December 1587",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"See also Pitcairn, Criminal Trials of Scotland, Edinburgh 1833, Vol. 2, p. 478","LEM","05/23/01 10:24:47","LEM","10/29/02 12:10:54"
"R/LA/2636","LA",2636,"C/LA/2645","RPC","v14 p. 605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"According to Larner there are also details about this case in R. Pitcairn, Criminal Trials of Scotland, Edinburgh, 1833, Vol. 3, pp.  597-98","LEM","05/23/01 11:35:46","LEM","10/29/02 12:01:05"
"R/LA/2637","LA",2637,"C/LA/2646","RPC","v14 p. 613-4",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","05/23/01 11:43:30","LEM","10/29/02 11:57:16"
"R/LA/2638","LA",2638,"C/LA/2647","RPC","vol 10, p. 231",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","05/23/01 13:48:31","LEM","10/29/02 11:54:33"
"R/LA/2639","LA",2639,"C/LA/2649","RPC","v12 p. 362",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,"See also, Sir Walter Scott, Letters on Demonology and Witchcraft, London, 1830.  The project did not check Larner's reference to this printed secondary source.","LEM","05/23/01 14:32:58","LEM","10/29/02 11:35:52"
"R/LA/2640","LA",2640,"C/LA/2650","RPC","v12 p. 412",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","05/23/01 14:37:59","LEM","06/27/01 10:39:54"
"R/LA/2641","LA",2641,"C/LA/2651","RPC","v14, p. 590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","05/24/01 17:37:24","LEM","10/29/02 11:29:47"
"R/LA/2642","LA",2642,"C/LA/2652","RPC","v13 pp. 485, 489",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","05/24/01 17:47:07","LEM","07/18/01 09:58:15"
"R/LA/2643","LA",2643,"C/LA/2653","RPC","2nd S, v8 pp. 365-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","05/30/01 15:42:59","LEM","10/23/01 16:18:10"
"R/LA/2644","LA",2644,"C/LA/2654","RPC","2nd S, v1 p. 469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","05/30/01 16:01:03","LEM","07/18/01 14:41:36"
"R/LA/2645","LA",2645,"C/LA/2656","RPC","2nd S, v1 p. 469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","05/30/01 16:03:20","LEM","07/18/01 14:45:56"
"R/LA/2646","LA",2646,"C/LA/2657","RPC","2nd S, v1 p. 469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","05/30/01 16:04:48","LEM","07/18/01 14:46:20"
"R/LA/2647","LA",2647,"C/LA/2658","RPC","2nd S, v1 p. 469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","05/30/01 16:06:45","LEM","07/18/01 14:49:09"
"R/LA/2648","LA",2648,"C/LA/2659","RPC","2nd S, v1 p. 469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","05/30/01 16:08:34","LEM","07/18/01 14:49:33"
"R/LA/2649","LA",2649,"C/EGD/905","RPC","v12, p. 580",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06/07/01 15:48:23","LEM","06/07/01 15:48:54"
"R/LA/2650","LA",2650,"C/LA/2660","RPC","v12, p. 580",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06/07/01 16:07:49","LEM","06/07/01 16:08:12"
"R/LA/2651","LA",2651,"C/EGD/156","RPC","v12, p. 651",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,"A note that she would be prosecuted 'befoir the Justice' on 20 march 1622'","LEM","06/07/01 16:11:35","LEM","06/07/01 16:13:01"
"R/LA/2652","LA",2652,"C/EGD/156","Fasti","v3, p. 378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Information about Archibald Glen, minister at Carmunnock supposedly killed by Wallace, and his nephew.","LEM","06/08/01 10:33:00","LEM","06/08/01 10:35:04"
"R/LA/2655","LA",2655,"C/EGD/160","RPC","2nd S v3, p. 4",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,"Order for central justiciary trial","LEM","06/12/01 10:46:11","LEM","06/12/01 10:46:50"
"R/LA/2656","LA",2656,"C/EGD/1094","RPC","2nd S v3, p. 104",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,"commission of investigation","LEM","06/12/01 10:54:23","LEM","06/12/01 10:54:55"
"R/LA/2657","LA",2657,"C/EGD/1094","Books of Adjournal","JC2/6 fo. 292r-293v",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Also found in the High Court Record Index, no. 1 for 3/7/1629.","LEM","06/12/01 12:51:56","LEM","08/29/02 12:19:32"
"R/LA/2658","LA",2658,"C/EGD/1094","RPC","2nd S v3 p. 27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"complaint re prison",,"LEM","06/12/01 13:12:33","LEM","06/12/01 13:13:21"
"R/LA/2659","LA",2659,"C/EGD/1094","RPC","2nd S v3, p. 211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"warrant for execution",,"LEM","06/12/01 13:14:40","LEM","06/12/01 13:15:06"
"R/LA/2660","LA",2660,"C/EGD/162","RPC","2nd S v3 p. 206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"commission of arrest",,"LEM","06/12/01 15:17:56","LEM","06/12/01 15:18:31"
"R/LA/2661","LA",2661,"C/EGD/162","RPC","2nd S v3 p. 278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"complaint by husband","ordered to hold the trial.","LEM","06/12/01 15:18:33","LEM","06/12/01 15:26:37"
"R/LA/2662","LA",2662,"C/EGD/162","RPC","2nd S v3, p. 290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/12/01 15:26:40","LEM","06/12/01 15:27:23"
"R/LA/2663","LA",2663,"C/EGD/162","RPC","2nd S v3, p. 293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"appointing of assessors to her trial",,"LEM","06/12/01 15:48:56","LEM","06/12/01 15:51:24"
"R/LA/2664","LA",2664,"C/EGD/166","RPC","2nd S v3, p. 222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"order for arrest",,"LEM","06/12/01 16:24:36","LEM","06/12/01 16:24:53"
"R/LA/2665","LA",2665,"C/EGD/166","RPC","2nd S v3, p. 290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"commission for investigation",,"LEM","06/13/01 09:23:16","LEM","06/13/01 09:23:52"
"R/LA/2666","LA",2666,"C/EGD/166","RPC","2nd S v3, p. 334;515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"witch suspect round-up","Hammilton is mentioned as having denounced them.","LEM","06/13/01 09:33:13","jhm","10/21/02 15:05:55"
"R/LA/2667","LA",2667,"C/EGD/166","RPC","2nd S v3, p.361, 362, 378, 397-400, 443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"investigation","pp. 361, 378, 397-400; 443 concern Lady Manderston.","LEM","06/13/01 09:33:45","jhm","10/21/02 15:06:14"
"R/LA/2668","LA",2668,"C/EGD/1163","RPC","2nd S v3, p. 361; 378; 389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"order for witnesses","first reference an order for witnesses to appear before the PC, second entry a notice that they did not appear.  Third reference is a long narration of the testimony of two witnesses to Hammilton's statements against her","LEM","06/13/01 09:50:35","LEM","08/15/01 13:26:17"
"R/LA/2669","LA",2669,"C/EGD/1163","RPC","2nd S, v3 p.443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Hammilton dropped his confession, now need to get John Neill to drop his","LEM","06/13/01 09:50:52","LEM","06/13/01 10:29:28"
"R/LA/2670","LA",2670,"C/EGD/166","RPC","2nd S, v3 p. 397-400; 592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"investigation","Detailed description of how his depositions were taken and by whom.  He was clearly fed names of people to denounced and pressured by the people taking his statement to name specific other witches.  Second reference is about Mowat who was horned and in trouble after being found guilty of lying about taking depositions from Hammilton.","LEM","06/13/01 10:12:52","jhm","10/21/02 15:06:37"
"R/LA/2671","LA",2671,"C/LA/2661","RPC","2nd S, v3, p. 398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/13/01 10:19:12","LEM","06/13/01 10:19:36"
"R/LA/2672","LA",2672,"C/EGD/169","RPC","2nd S, v3 p. 443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"order for move to Edinburgh tolbooth",,"LEM","06/13/01 10:32:27","LEM","06/13/01 10:32:56"
"R/LA/2673","LA",2673,"C/EGD/1153","RPC","2nd S v3 p. 345; 358-359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"investigated and dropped","LEM","06/13/01 11:48:17","LEM","06/13/01 11:57:55"
"R/LA/2674","LA",2674,"C/LA/2636","RPC","2nd S v3, p. 345, 358-59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"investigated and dropped","LEM","06/13/01 11:48:44","LEM","06/13/01 11:56:25"
"R/LA/2675","LA",2675,"C/EGD/167","Books of Adjournal","JC2/6 fos. 322r-322v",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Also found in the High Court Record Index, no. 1 for 2/4/1630.","LEM","06/13/01 12:23:34","LEM","08/29/02 12:21:21"
"R/LA/2676","LA",2676,"C/LA/2662","RPC","v2, p. 198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/13/01 12:58:43","LEM","06/13/01 12:58:54"
"R/LA/2677","LA",2677,"C/LA/2664","RPC","v4, p. 218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/13/01 13:33:45","LEM","06/13/01 13:33:58"
"R/LA/2678","LA",2678,"C/EGD/169","RPC","2nd S v3, p. 400, 448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"arrest order",,"LEM","06/14/01 13:38:14","LEM","06/14/01 14:00:48"
"R/LA/2679","LA",2679,"C/EGD/169","RPC","2nd S, v3 p. 496, 584; 2nd S, v4 p. 98,125, 164-165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"investigation",,"LEM","06/14/01 14:06:23","LEM","06/14/01 15:29:07"
"R/LA/2680","LA",2680,"C/EGD/169","RPC","2nd S, v3 p. 513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tolbooth payments for his upkeep",,"LEM","06/14/01 14:07:55","LEM","06/19/01 22:01:34"
"R/LA/2681","LA",2681,"C/EGD/169","RPC","2nd S, v3 p. 541, 563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"info about Lady Samuelston",,"LEM","06/14/01 14:20:11","LEM","06/14/01 14:21:11"
"R/LA/2682","LA",2682,"C/EGD/1225","RPC","2nd S, v4 p. 265-266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Complaint from the accused","LEM","06/14/01 15:03:03","jhm","10/03/02 10:01:05"
"R/LA/2683","LA",2683,"C/EGD/1224","RPC","2nd S v4, p 265-266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"complaint","p. 333 James Mowat was released on caution.","LEM","06/14/01 15:54:16","LEM","09/06/01 16:23:04"
"R/LA/2684","LA",2684,"C/EGD/169","Books of Adjournal","JC2/7 fo. 1r-2r, 2v",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/14/01 16:12:17","LEM","06/15/01 16:30:37"
"R/LA/2685","LA",2685,"C/EGD/682","RPC","2nd S, v3 p. 270",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06/15/01 09:23:51","LEM","11/07/02 09:39:47"
"R/LA/2686","LA",2686,"C/EGD/170","RPC","2nd S, v4 p. 152, 166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"complaint",,"LEM","06/15/01 09:54:59","LEM","06/15/01 10:03:41"
"R/LA/2687","LA",2687,"C/EGD/173","Books of Adjournal","JC2/7 fo. 160r-168",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,"LEM","06/15/01 10:57:18","LEM","06/18/01 13:32:24"
"R/LA/2688","LA",2688,"C/EGD/173","RPC","2nd S v5 p. 176-177; 572",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"complaint","PC paper (p. 572) is the summons against Sir Patrik Home of Aittoun and others. It is dated 16/12/1633","LEM","06/15/01 11:55:37","LEM","06/15/01 12:09:10"
"R/LA/2689","LA",2689,"C/EGD/173","RPC","2nd S, v5 p. 593-594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"complaint","To be released from prison and to remain in Edinburgh till her trial.","LEM","06/15/01 12:09:14","jhm","10/22/02 08:32:08"
"R/LA/2690","LA",2690,"C/EGD/173","RPC","2nd S, v5 p. 605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Evidentiary complaint.","LEM","06/15/01 12:15:57","jhm","10/22/02 08:32:19"
"R/LA/2691","LA",2691,"C/EGD/162","Books of Adjournal","JC2/6 fos. 303r-309r; 309r-310r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/15/01 16:26:48","LEM","06/15/01 16:27:23"
"R/LA/2692","LA",2692,"C/EGD/166","Books of Adjournal","JC2/6 fos. 315v-319r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Also mentioned in NAS JC2/6 fo. 303-310.","LEM","06/15/01 16:27:49","jhm","10/21/02 15:10:55"
"R/LA/2693","LA",2693,"C/EGD/170","Books of Adjournal","JC2/7 fos. 68v-69v",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/15/01 16:32:21","LEM","06/15/01 16:33:14"
"R/LA/2694","LA",2694,"C/EGD/171","Books of Adjournal","JC2/7 fos. 90r-92v",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/15/01 16:33:54","LEM","06/15/01 16:34:17"
"R/LA/2712","LA",2712,"C/EGD/1168","RPC","2nd S, v3 p. 290",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06/18/01 10:06:29","jhm","10/02/02 14:40:21"
"R/LA/2713","LA",2713,"C/EGD/1133","Books of Adjournal","JC2/7 fo. 160r-168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/18/01 10:17:02","LEM","06/18/01 13:43:50"
"R/LA/2714","LA",2714,"C/EGD/1135","Books of Adjournal","JC2/7 fos. 160r-168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/18/01 10:18:08","LEM","06/18/01 13:44:33"
"R/LA/2715","LA",2715,"C/EGD/1272","Books of Adjournal","JC2/7 fos. 160r-168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/18/01 10:26:45","LEM","06/18/01 13:44:56"
"R/LA/2716","LA",2716,"C/LA/2689","RPC","2nd S, v3 p. 110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/18/01 10:36:14","LEM","06/18/01 10:36:28"
"R/LA/2717","LA",2717,"C/LA/2689","Books of Adjournal","JC2/7 fos. 160r-168",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/18/01 10:36:30","LEM","10/29/02 10:43:42"
"R/LA/2718","LA",2718,"C/LA/2690","RPC","2nd S, v3 p. 110",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06/18/01 10:46:25","LEM","06/18/01 10:46:55"
"R/LA/2719","LA",2719,"C/EGD/949","RPC","2nd S, v3 p. 110",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06/18/01 10:49:55","LEM","06/18/01 10:50:07"
"R/LA/2720","LA",2720,"C/EGD/950","RPC","2nd S, v3, p. 110",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,"LEM","06/18/01 12:25:02","LEM","06/18/01 12:25:18"
"R/LA/2721","LA",2721,"C/EGD/845","RPC","v13, pp. 460-461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/18/01 12:32:46","LEM","06/18/01 12:33:11"
"R/LA/2722","LA",2722,"C/EGD/1270","RPC","2nd S, v5  p. 246-247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/18/01 15:28:55","LEM","06/18/01 15:29:23"
"R/LA/2723","LA",2723,"C/EGD/179","Books of Adjournal","JC 2/8 p. 336-340",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"LEM","06/19/01 10:12:06","LEM","06/19/01 12:10:04"
"R/LA/2724","LA",2724,"C/LA/2638","Books of Adjournal","JC2/8 pp. 347-349",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"LEM","06/19/01 10:20:12","LEM","06/19/01 12:11:35"
"R/LA/2725","LA",2725,"C/EGD/180","Books of Adjournal","JC2/8 pp. 347-349",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,"LEM","06/19/01 10:20:50","LEM","06/19/01 12:10:49"
"R/LA/2726","LA",2726,"C/LA/2639","Books of Adjournal","JC2/8 pp. 347-349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/19/01 10:26:03","LEM","06/19/01 12:12:11"
"R/LA/2727","LA",2727,"C/EGD/183","Books of Adjournal","JC2/8 fos. 390-408; 408-409",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"trial proceedings","LEM","06/19/01 12:05:12","LEM","06/19/01 12:05:46"
"R/LA/2728","LA",2728,"C/EGD/183","Books of Adjournal","JC2/8 fos. 409-418",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,"Also found in the High Court Record Index, no. 1 for 18/12/1644","LEM","06/19/01 12:05:49","LEM","08/29/02 12:27:58"
"R/LA/2729","LA",2729,"C/EGD/184","Books of Adjournal","JC2/8 p. 424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/19/01 12:16:31","LEM","06/19/01 13:25:34"
"R/LA/2730","LA",2730,"C/EGD/1126","Books of Adjournal","JC2/8 p. 740-741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"mentioned in a trial","LEM","06/20/01 10:11:13","LEM","06/20/01 10:11:49"
"R/LA/2731","LA",2731,"C/EGD/1127","Books of Adjournal","JC2/8 p. 740-741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mentioned","LEM","06/20/01 10:14:38","LEM","06/20/01 10:15:05"
"R/LA/2732","LA",2732,"C/EGD/1016","Books of Adjournal","JC2/8 p. 740-741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mentioned","LEM","06/20/01 10:25:26","jhm","10/01/02 10:55:25"
"R/LA/2733","LA",2733,"C/LA/2691","RPC","v4, pp. 392-393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/20/01 12:17:30","LEM","06/20/01 12:18:08"
"R/LA/2734","LA",2734,"C/LA/2692","RPC","v4 pp. 392-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"LEM","06/20/01 12:21:25","LEM","06/20/01 12:21:39"
