PersonRef,PersonID,PersonSystemId,FirstName,LastName,Other Details,Title,Occupation,Office,Residence,IsDeleted,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"LA/1770",1770,"LA","John","Erskine",,"of Dun",,,"Forfar",0,"Born c. 1508. Early Protestand reformer and an imp figure in national politics. Died in 1591. His son (JO/1268), grandson (LA/238) and greatgrandson (LA/1518). Later on members of his family were themselves accused of witchcraft and poisoning. Involved in cases in 1568.","LEM","11/08/02 12:19:43","jhm","11/20/03 16:53:47"
"LA/1771",1771,"LA","David","Graham","knight","of Fintry",,,"Fintry",0,"Involved in cases in 1568.","LEM","11/08/02 12:20:07","jhm","11/27/03 09:44:39"
"LA/1772",1772,"LA",,"Haliburton",,"of Petcur",,,,0,"?Pettycur in Fife although involved in cases from Forfar area. Involved in 1568.","LEM","11/08/02 12:20:41","jhm","11/27/03 12:09:36"
"LA/1773",1773,"LA","John","Ogilvie","knight","of Inverquharity",,,"Inverquharity",0,"Involved in case in 1568.","LEM","11/08/02 12:21:11","jhm","12/05/03 13:58:23"
"LA/1774",1774,"LA","David","Pearson",,,,"bailie","Arbroath",0,"Involved in cases in 1568.","LEM","11/08/02 12:21:46","jhm","01/22/04 12:08:18"
"LA/1775",1775,"LA","Johnne","Hailis",,,,"bailie","Arbroath",0,"Involved in cases in 1568.","LEM","11/08/02 12:22:21","jhm","11/27/03 11:45:20"
"LA/178",178,"LA","John","Duncunson",,"Mr","minister",,"Stirling",0,"Minister at Stirling Holy Rude East from 1560-1572, died 1601. Involved in case in 1591.","LEM","06/20/01 13:44:35","jhm","11/20/03 16:13:17"
"LA/179",179,"LA","William","Little",,,,"Provost of Edinburgh","Edinburgh",0,"Involved in case in 1591.","LEM","06/20/01 13:44:56","jhm","12/01/03 16:08:39"
"LA/18",18,"LA","Laurence","MacGill",,"Mr","advocate",,,0,"Involved in trials in 1629 and 1634.","LEM","05/17/01 10:28:42","jhm","12/02/03 10:45:57"
"LA/180",180,"LA","John","Arnott",,,,"burgess","Edinburgh",0,"Involved in case in 1591.","LEM","06/20/01 13:45:25","jhm","11/12/03 15:03:23"
"LA/182",182,"LA","James","Bellenden",,"younger of Pittendreich",,,"Pittendreich",0,"Involved in case in 1598.","LEM","06/20/01 15:53:04","jhm","12/19/03 14:37:36"
"LA/183",183,"LA","John","Simpson",,,,"bailie","Burntisland",0,"Involved in cases in 1597.","LEM","06/20/01 16:05:11","jhm","12/15/03 10:16:42"
"LA/184",184,"LA","William",,,,,"bailie","Burntisland",0,"Involved in cases in 1597.","LEM","06/20/01 16:05:50","jhm","01/22/04 14:16:03"
"LA/185",185,"LA","John","Athole",,"Earl of Atholl",,,,0,"He was declared a rebel for refusing to bring Agnes MaCaw and Bessie Ireland to Edinburgh for questioning. Involved in cases in 1598.","LEM","06/20/01 16:26:47","jhm","11/20/03 16:24:05"
"LA/186",186,"LA","Marie","Ruthven",,"Dame",,,,0,"She was declared a rebel for refusing to bring Agnes MaCaw and Bessie Ireland to Edinburgh for questioning. Involved in cases in 1598.","LEM","06/20/01 16:27:37","jhm","12/12/03 14:32:36"
"LA/187",187,"LA","Margaret","Stewart","relict to William Marshall",,,,"Dunkeld",0,"Involved in cases in 1598.","LEM","06/20/01 16:29:33","jhm","12/15/03 14:34:22"
"LA/188",188,"LA","Isobel","Douglas","spouse to Robert Boyd",,,,"Dunkeld",0,"Involved in cases in 1598.","LEM","06/20/01 16:30:15","jhm","01/07/04 11:43:28"
"LA/189",189,"LA",,"Marshall",,,,,"Dunkeld",0,"Son to Margaret Stewart. Involved in case in 1598. Also spelt Merschell.","LEM","06/25/01 10:27:37","jhm","12/02/03 11:49:43"
"LA/190",190,"LA","Robert","Boyd",,,,,"Dunkeld",0,"Husband to Issobel Douglas. Involved in cases in 1598.","LEM","06/25/01 10:28:21","jhm","11/18/03 10:37:59"
"LA/191",191,"LA","Colin","Eviot",,"of Balhousie",,,"Balhousie",0,"Involved in case in 1602.","LEM","06/25/01 12:24:14","jhm","11/20/03 16:56:45"
"LA/192",192,"LA","John","Wallace",,"of Craigie",,"bailie of Kyle","Craigie",0,"Involved in case in 1605. ?related to Sir Hugh Wallace of Craigie LA/591 and Sir John Wallace of Craigie LA/818.","LEM","06/25/01 13:03:50","jhm","12/18/03 14:40:45"
"LA/193",193,"LA","William","Cuningham",,"Baron",,,"of Caprington",0,"Involved in case in 1605. May be related to LA/624 described as 'of Caprington' in 1630 or may be the same person?","LEM","06/25/01 13:04:46","jhm","11/20/03 14:29:38"
"LA/194",194,"LA","George","Home",,"Earl of Dunbar",,"Lord High Treasurer",,0,"Involved in cases in 1609. A very high ranking state official serving James VI. He is mistakenly attached to c/egd/1585 Jonet Hog dated 13/6/1661. This G Home was dead by then so it should be one of the other G Homes (?his son) but don't know which one.","LEM","06/25/01 14:27:22","jhm","11/27/03 16:11:54"
"LA/196",196,"LA","William","Hart",,"Sir of Preston",,"Majesty's Depute","Preston",0,"Involved in case in 1609. Probably not the same as JO/837 but might be the same as LA/1382.","LEM","06/25/01 14:30:50","jhm","11/27/03 14:27:09"
"LA/197",197,"LA","George","Newton",,,"messenger",,,0,"Involved in case in 1609.","LEM","06/25/01 14:36:58","jhm","12/05/03 12:10:39"
"LA/198",198,"LA","James","Newton",,"Sir",,,"Crichton",0,"Involved in cases in 1596 and 1609.","LEM","06/25/01 14:37:47","jhm","12/05/03 12:12:05"
"LA/199",199,"LA","James","Heislop",,"Mr",,,"Crichton",0,"Involved in case in 1609.","LEM","06/25/01 14:38:10","jhm","11/27/03 14:39:29"
"LA/2",2,"LA","George","Purves",,,,"clerk","Dunbar",0,"Involved in the trials of Margaret Melrois and Janet Achiesoun in 1624 and Isobel Young in 1629.","LEM","05/17/01 09:59:03","jhm","12/12/03 09:38:55"
"LA/200",200,"LA","Mark","Boswell",,,,,"Crichton",0,"Involved in case in 1609.","LEM","06/25/01 14:38:43","jhm","11/18/03 10:16:37"
"LA/201",201,"LA","James","Wilson",,,,"officer",,0,"Involved in case in 1609.","LEM","06/25/01 14:39:16","jhm","12/18/03 16:03:35"
"LA/202",202,"LA","William","Penman",,"Mr","minister",,"Crichton",0,"Was also head of the presbytery. His son Adam,  JO/309, was minister at Cockpen and Gideon, JO/310, at Crichton. Gideon was accused of witchcraft in 1678. William was involved in cases in 1607 and 1609.","LEM","06/25/01 14:43:35","jhm","12/05/03 15:11:21"
"LA/203",203,"LA","Thomas","Gourlay",,,,,"Dalkeith",0,"Involved in case in 1609.","LEM","06/25/01 14:46:27","jhm","11/27/03 09:36:28"
"LA/204",204,"LA","William","Clerk",,,,,"Dalkeith",0,"Involved in 1609.","LEM","06/25/01 14:46:44","jhm","11/20/03 11:34:22"
"LA/205",205,"LA","Andrew","Blackhall",,"Mr","minister",,"Inveresk",0,"Involved in case in 1609.","LEM","06/25/01 14:56:11","jhm","12/19/03 14:39:16"
"LA/206",206,"LA","Patrick","Turner",,"Mr","minister",,"Borthwick",0,"Involved in cases/trials in 1629. Minister at Borthwick from 1604 until 1620 when transferred to Dalkeith. Minister there until 1634.","LEM","06/25/01 14:56:38","jhm","12/18/03 11:41:46"
"LA/207",207,"LA","Nathaniel","Harlaw",,"Mr","minister",,"Ormiston",0,"Involved in case in 1609. Minister at Ormiston 1591-1637.","LEM","06/25/01 14:57:28","jhm","12/01/03 10:32:03"
"LA/208",208,"LA","Alexander","Ambrois",,"Mr","minister",,"Newbattle",0,"Involved in case in 1609. Minister at Newbattle 1606-1615.","LEM","06/25/01 14:57:56","jhm","01/07/04 16:05:19"
"LA/209",209,"LA","John","Nymball",,"Mr","minister",,"Cranstoun",0,"Name can also be spelt Nimmill and Nimmo. Minister at various parishes - Keith-Marischal, Corstorphine and Newton - and at Cranston from 1610-1616. Involved in case in 1609.","LEM","06/25/01 14:58:25","jhm","01/22/04 12:00:29"
"LA/21",21,"LA","Alexander","Hamilton","knight","Sir of Innerwick",,,"Innerwick",0,"Involved in cases in 1612-13 and 1624","LEM","05/17/01 11:47:32","jhm","11/27/03 12:56:02"
"LA/210",210,"LA","George","Ramsay",,"Mr","minister",,"Lasswade",0,"Minister at Lasswade 1581-1616. Involved in case in 1609.","LEM","06/25/01 14:59:03","jhm","12/12/03 10:06:13"
"LA/211",211,"LA","Alexander","Douglas",,,"minister","Bishop of Moray",,0,"Involved in cases in 1611. Was Bishop of Moray from 1611 to 1623 after being constant moderator of the presbytery of Elgin.","LEM","06/25/01 15:10:02","jhm","01/07/04 11:41:05"
"LA/212",212,"LA","Thomas","Urquhart",,"of Cromarty",,,"Cromarty",0,"Involved in cases in 1611.","LEM","06/25/01 15:10:46","jhm","12/18/03 11:53:54"
"LA/213",213,"LA","John","Urquhart",,"of Craigston",,"tutor of Cromarty","Craigston",0,"Involved in cases in 1611.","LEM","06/25/01 15:11:10","jhm","12/18/03 11:53:31"
"LA/214",214,"LA","John","Gordon",,"of Buckie",,"Sheriff Depute of Inverness","Buckie",0,"Involved in cases in 1611.","LEM","06/25/01 15:12:13","jhm","11/25/03 13:07:11"
"LA/215",215,"LA","John","Innes",,"of Leuchars",,"bailie to the Bishop of Murray","Leuchars",0,"Involved in cases in 1611.","LEM","06/25/01 15:13:05","jhm","12/01/03 10:50:45"
"LA/216",216,"LA","Patrick","Hepburn","knight","Sir of Wauchtoun",,,"Haddington",0,"Involved in 1612-13.","LEM","06/25/01 15:22:50","jhm","11/27/03 15:40:20"
"LA/217",217,"LA","William","Seton","knight","Sir of Kylesmure",,,"Kylesmure, Haddington",0,"Involved in cases in 1612 and 1613. May be the same as the Steward of Kirkcudbright JO/656.","LEM","06/25/01 15:25:30","jhm","12/19/03 13:06:27"
"LA/218",218,"LA","William","Home","knight","Sir of North Berwick",,,"North Berwick",0,"Involved in cases in 1612.","LEM","06/25/01 15:27:43","jhm","11/27/03 16:39:46"
"LA/219",219,"LA","Robert","Hepburn",,"Sir of Alderston",,,"Alderston",0,"Involved in cases in 1629-30.","LEM","06/25/01 15:29:10","jhm","11/27/03 15:41:43"
"LA/22",22,"LA","Archibald","Douglas","knight","Sir of Whittingham",,,"Whittingham",0,"Involved in cases in 1624 and 1636.","LEM","05/17/01 11:48:02","jhm","11/20/03 15:09:38"
"LA/220",220,"LA","William","Sinclair",,"of Blans",,,"Blans",0,"?place of residence was Barns, which is near Dunbar. Involved in cases in 1612.","LEM","06/25/01 15:30:03","jhm","12/15/03 10:53:08"
"LA/221",221,"LA","Alexander","Acheson",,"of Gosford",,,"Gosford",0,"Involved in cases in 1612.","LEM","06/25/01 15:30:49","jhm","12/19/03 14:09:53"
"LA/222",222,"LA","James","Douglas","knight","Sir of Spott",,,"Spott, Dunbar",0,"Involved in cases in 1612-13 and 1636.","LEM","06/26/01 09:43:52","jhm","11/20/03 15:18:21"
"LA/223",223,"LA",,"Home",,"Sir of Pinkerton",,,"Pinkerton, Dunbar",0,"Involved in cases in 1612-13. Unable to find out any more details about him.","LEM","06/26/01 09:45:14","jhm","11/27/03 16:41:03"
"LA/224",224,"LA","Jasper","Home",,"of Lawfield",,,"Lawfield, Dunbar",0,"Involved in cases in 1612-13.","LEM","06/26/01 09:46:01","jhm","11/27/03 16:26:38"
"LA/225",225,"LA","David","Murray","Lord of Scone","Sir",,,"Scone",0,"Involved in cases in 1612.","LEM","06/26/01 10:29:24","jhm","12/05/03 10:37:39"
"LA/226",226,"LA","John","Moncreiff",,"Sir of Kynmonth",,"Sheriff Depute of Perth","Kynmonth",0,"Involved in cases in 1612 and 1628.","LEM","06/26/01 10:30:48","jhm","12/02/03 12:05:05"
"LA/227",227,"LA","George","Auchenleck",,"of Balmanno",,"burgess","Balmanno",0,"Involved in cases in 1576 and 1612.","LEM","06/26/01 10:32:48","jhm","12/19/03 14:28:25"
"LA/228",228,"LA","James","Adamson",,,,"burgess","Perth",0,"Involved in case in 1612.","LEM","06/26/01 10:33:26","jhm","11/12/03 14:14:45"
"LA/229",229,"LA","George","Home","knight","Sir of Wedderburn",,,"Wedderburn, Dunbar",0,"Involved in cases in 1613, 1615 and 1649, although it may be two separate G Homes (father and son?)","LEM","06/26/01 10:44:05","jhm","11/27/03 16:13:36"
"LA/23",23,"LA","James","Baillie",,"Sir of Lochend",,,"Lochend, Dunbar",0,"Involved in cases in 1624.","LEM","05/17/01 11:48:37","jhm","11/12/03 15:19:26"
"LA/230",230,"LA","William","Arnott",,,,,"Cockburnspath",0,"Involved in cases in 1613.","LEM","06/26/01 10:45:51","jhm","11/12/03 15:04:20"
"LA/231",231,"LA","James","Home",,"Sir of Cowdenknowes",,,"Cowdenknowes, Dunbar",0,"Involved with cases in 1613.","LEM","06/26/01 11:03:21","jhm","01/22/04 16:06:32"
"LA/233",233,"LA","Alexander","Irving",,"of Drum",,,"Drum, Aberdeen",0,"Involved in cases in 1613 and 1630. May be the same or related to JO/1219.","LEM","06/26/01 11:59:19","jhm","12/01/03 12:36:53"
"LA/234",234,"LA","James","Gordon",,"of Lesmore",,,"Lesmore,  Aberdeen",0,"Involved in case in 1613.","LEM","06/26/01 11:59:56","jhm","11/25/03 13:06:26"
"LA/235",235,"LA","John","Gordon",,"of Tulligreig",,,"Tulligreig, Aberdeen",0,"Involved in case in 1613.","LEM","06/26/01 12:00:39","jhm","11/25/03 13:08:10"
"LA/236",236,"LA","James","Ross",,"Mr","minister",,"Aberdeen",0,"Minister 2nd charge Aberdeen, 1602-1629. Involved in case in 1613.","LEM","06/26/01 12:01:40","jhm","12/12/03 12:12:17"
"LA/237",237,"LA","John","Straughan",,"Mr","minister",,"Kincardine O'Neil",0,"Involved in cases in 1597 and 1613. Name spelt Strathauchine. Was minister at Kincardine O'Neil 1582 until 1636. Member of General Assembly in 1602 and was moderator of presbytery and synod.","LEM","06/26/01 12:02:17","jhm","12/15/03 16:50:38"
"LA/238",238,"LA","John","Erskine","7th earl","Earl of Mar",,,,0,"Involved in cases in 1613-14. Members of his family were accused of witchcraft and poisoning. His grandfather (LA/17770), father (JO/1268) and second son (LA/1518) were all involved in w/c prosecution.","LEM","06/26/01 12:12:33","jhm","11/20/03 16:56:08"
"LA/239",239,"LA","William","Cooper",,"Mr","minister","Bishop of Galloway","Galloway",0,"Involved in cases in 1596, 1614 and 1628. Was minister at Bothkennar in 1587, then moved to St Mark's in 1595 and then Bishop of Galloway in 1612.","LEM","06/26/01 12:41:44","jhm","01/07/04 12:27:51"
"LA/24",24,"LA","Patrick","Hepburn",,"Mr of Smeaton",,,"Smeaton",0,"Involved in cases in 1624 and 1661.","LEM","05/17/01 11:49:10","jhm","11/27/03 15:41:01"
"LA/240",240,"LA","George","Graham",,"Mr","minister","Bishop of Dunblane",,0,"Involved in cases in 1615. Minister at Auchtergarven 1589-95, then Clunie until 1601. Transferred to Scone in 1601 and promoted to bishop in 1603.","LEM","06/26/01 12:53:35","jhm","01/07/04 12:28:50"
"LA/241",241,"LA","James","Halden",,"of Gleneagles",,,"Gleneagles",0,"Involved in cases in 1615.","LEM","06/26/01 12:54:31","jhm","11/27/03 11:58:37"
"LA/242",242,"LA","George","Muschet",,"Sir of Burnbank",,,"Burnbank",0,"Involved in cases in 1615. ?from Dunblane area.","LEM","06/26/01 12:55:06","jhm","01/22/04 11:55:31"
"LA/243",243,"LA","James","Kinross",,"of Kippenross",,,"Kippenross, Dunblane",0,"Involved in cases in 1615.","LEM","06/26/01 12:55:33","jhm","12/01/03 14:51:36"
"LA/244",244,"LA","Harry","Drummond",,"of Balloch",,,"Balloch",0,"?Dunblane. Involved in cases in 1615.","LEM","06/26/01 12:56:02","jhm","01/07/04 11:48:51"
"LA/245",245,"LA","Walter","Dundas","knight","Sir of that Ilk",,"Sheriff of Linlithgow","Linlithgow",0,"Involved in cases in 1615 and 1624. May be the same as or related to Laird of Dundas elder LA/1528 and also related to Laird of Dundas younger LA/1527 and young laird of Dundas JO/333.","LEM","06/26/01 15:25:56","jhm","12/19/03 13:24:51"
"LA/246",246,"LA","John","Gibson",,"Mr","minister",,"Dalmeny",0,"Involved in cases in 1615-1661. Fasti has him as minister at Dalmeny 1607 until his death in 1648. The 1661 reference is probably an error.","LEM","06/26/01 15:26:27","jhm","01/07/04 16:27:10"
"LA/247",247,"LA","James","Ramsay",,,,"bailie","Queensferry",0,"Involved in cases in 1615.","LEM","06/26/01 15:26:55","jhm","12/12/03 10:10:02"
"LA/248",248,"LA","George","Logie",,,,"bailie","Queensferry",0,"Involved in cases in 1615.","LEM","06/26/01 15:27:21","jhm","12/01/03 16:19:51"
"LA/249",249,"LA","Robert","Logie","indweller",,,,"Queensferry",0,"Involved in case in 1615.","LEM","06/26/01 15:27:46","jhm","12/01/03 16:20:49"
"LA/25",25,"LA","George","Home",,"of Freelands",,,"Freelands, Dunbar",0,"Involved in cases in 1624.","LEM","05/17/01 11:49:47","jhm","11/27/03 16:15:13"
"LA/250",250,"LA","John","Dundas",,"of Newliston",,,"Newliston, near Queensferry",0,"Involved in case in 1615.","LEM","06/26/01 15:33:37","jhm","11/20/03 16:10:11"
"LA/251",251,"LA","James","Dundas",,"Mr of Duddingston",,,"Duddingston",0,"Involved in cases in 1615 and 1661. Possibly the same as JO/703.","LEM","06/26/01 15:34:11","jhm","11/20/03 16:08:34"
"LA/252",252,"LA","Alexander","Home",,"Earl of Home",,"Bailie Principal","Coldinghame",0,"Involved in case in 1615.","LEM","06/26/01 15:39:40","jhm","01/09/04 12:25:24"
"LA/253",253,"LA","Archibald","Douglas",,"of Toftis",,,"Toftis, Berwick",0,"Involved in case in 1615.","LEM","06/26/01 15:41:56","jhm","11/20/03 15:10:06"
"LA/254",254,"LA","John","Hamilton",,"Sir of Lettrik",,,"Lettrik",0,"Involved in cases in 1616.","LEM","06/26/01 15:50:02","jhm","11/27/03 13:02:33"
"LA/255",255,"LA",,"Dalyell",,"elder of that Ilk",,,,0,"Involved in cases in 1616.","LEM","06/26/01 15:51:00","jhm","11/20/03 14:41:42"
"LA/256",256,"LA","James","Maxwell",,"Sir of Calderwood",,,"Calderwood",0,"Involved in cases in 1616 and 1629.","LEM","06/26/01 15:51:22","jhm","12/02/03 10:18:34"
"LA/257",257,"LA","James","Murehead",,"younger of Lachop",,,"Lachop",0,"Involved in cases in 1616.","LEM","06/26/01 15:51:51","jhm","12/05/03 10:13:10"
"LA/258",258,"LA",,"Hamilton",,"of Torrance",,,"Torrance",0,"Involved in cases in 1616.","LEM","06/26/01 15:52:20","jhm","11/27/03 13:01:18"
"LA/259",259,"LA","Alexander","Hammilton",,"Mr of Kinglassie",,"sheriff","Kinglassie",0,"Involved in cases in 1624.","LEM","06/26/01 16:05:46","jhm","01/09/04 12:12:35"
"LA/26",26,"LA","William","Sydserff",,"of Ruchlaw",,,"Ruchlaw",0,"Involved in cases in 1624. Probably related to James Sydserff LA/1683.","LEM","05/17/01 11:50:19","jhm","12/17/03 10:31:15"
"LA/260",260,"LA","James","Cochrane",,"of Barbauchlaw",,,"Barbauchlaw",0,"Commissioner in 1679. Also involved in case in 1617 which is probably an error.","LEM","06/26/01 16:06:27","jhm","01/07/04 11:02:45"
"LA/261",261,"LA","Alexander","Livingston",,"1st Earl of Linlithgow",,,"Linlithgow",0,"Involved in case in 1617. Not the same as LA/262 as involved in same case.","LEM","06/26/01 16:18:03","jhm","12/01/03 16:09:41"
"LA/262",262,"LA","Alexander","Livingston",,"of West Quarter",,,"West Quarter",0,"Involved in case in 1617, not the same as LA/261 as involved in same case.","LEM","06/26/01 16:19:19","jhm","01/22/04 11:12:49"
"LA/263",263,"LA","John","Peebles",,,,"provost","Irvine",0,"Involved in cases in 1618.","LEM","06/27/01 09:34:16","jhm","12/05/03 15:00:30"
"LA/264",264,"LA","Allan","Dunlop",,,,"bailie","Irvine",0,"Involved in cases in 1618.","LEM","06/27/01 09:34:55","jhm","11/20/03 16:14:29"
"LA/265",265,"LA","James","White",,,,"bailie","Irvine",0,"Involved in cases in 1618. Name spelt Quhyte in records.","LEM","06/27/01 09:35:20","jhm","12/12/03 09:46:11"
"LA/266",266,"LA","John","Blair",,,,"late bailie","Irvine",0,"Involved in cases in 1618.","LEM","06/27/01 09:35:39","jhm","11/18/03 10:03:43"
"LA/267",267,"LA","John","Carnegie","knight","Sir of Athie",,,"Athie",0,"This might be Airlie near Forfar although the family name for Airlie is Ogilvy. Involved in case in 1618.","LEM","06/27/01 09:57:18","jhm","11/20/03 10:50:10"
"LA/268",268,"LA",,"Lindsay",,"of Pitscandlie",,,"Pitscandlie",0,"? Brechin or Forfar but unable to find any more specific information. Involved in case in 1620.","LEM","06/27/01 10:29:20","jhm","12/01/03 16:03:14"
"LA/269",269,"LA","Alexander","Wedderburn",,"Mr",,"clerk of the burgh of Dundee","Dundee",0,"Involved in case in 1620.","LEM","06/27/01 10:30:49","jhm","12/18/03 15:03:17"
"LA/27",27,"LA","James","Hopper",,"of Burhouses",,,"Burhouses",0,"Involved in cases in 1624.","LEM","05/17/01 11:50:38","jhm","12/01/03 09:50:07"
"LA/270",270,"LA","James","Stewart",,"of Rosyth",,"provost or bailie of Inverkeithing","Rosyth",0,"Involved in cases in 1621 and 1623.","LEM","06/27/01 10:36:10","jhm","12/15/03 14:09:38"
"LA/271",271,"LA","Patrick","Stewart",,"of Beath",,"provost or bailie of Inverkeithing","Beath",0,"Involved in cases in 1621 and 1633.","LEM","06/27/01 10:37:04","jhm","12/15/03 14:43:29"
"LA/272",272,"LA","James","Logan",,"of Couston",,"bailie","Couston",0,"Bailie of Inverkeithing, and Aberdour. Involved in cases in 1621-3.","LEM","06/27/01 10:37:39","jhm","01/22/04 11:15:01"
"LA/273",273,"LA","John","Fin",,"of Whitehill",,,"Whitehill,  Aberdour",0,"Involved in cases in 1621.","LEM","06/27/01 10:38:12","jhm","11/25/03 10:17:24"
"LA/274",274,"LA","James","Lermond","knight","Sir of Balcomie",,,"Crail, Fife",0,"Involved in cases in 1621 and 1625.","LEM","06/27/01 10:41:33","jhm","12/01/03 15:42:11"
"LA/275",275,"LA",,"Sandilands",,"of St Monans",,,"St Monans",0,"Involved in case in 1621.","LEM","06/27/01 10:43:05","jhm","01/22/04 13:40:23"
"LA/276",276,"LA",,"Cuningham",,"of Barns",,,"Fife",0,"Involved in case in 1621. ?same as LA/402.","LEM","06/27/01 10:43:45","jhm","11/20/03 14:17:18"
"LA/277",277,"LA","John","Maitland","2nd Earl","Earl of Lauderdale",,,,0,"Ran a group trial in Musselburgh from behind the scenes in 1661. Not the same as JO/937.","LEM","06/27/01 16:02:13","jhm","12/02/03 09:41:28"
"LA/278",278,"LA","Robert","Dalgleish",,"Mr of Lauriston","advocate","substitute advocate to Sir John Fletcher","Lauriston",0,"Involved in cases/trials in 1661.","LEM","06/27/01 16:05:23","jhm","01/07/04 11:32:05"
"LA/279",279,"LA","Thomas","Baillie",,,,,"Edinstoun",0,"?Edington. Involved in trials in 1661.","LEM","06/27/01 16:06:11","jhm","11/12/03 15:23:03"
"LA/28",28,"LA","Robert","Burnet",,"Mr","Advocate","Substitute Lord Advocate",,0,"Involved in trials in 1629-30.","LEM","05/18/01 11:50:24","jhm","12/19/03 14:51:56"
"LA/280",280,"LA","William","Scott",,,,"bailie","Dalkeith",0,"Involved in cases in 1661.","LEM","06/29/01 10:08:04","jhm","12/12/03 15:15:36"
"LA/281",281,"LA","Alexander","Calderwood",,,,"bailie","Dalkeith",0,"Involved in cases in 1649 and 1661.","LEM","06/29/01 10:12:43","jhm","11/20/03 10:16:45"
"LA/282",282,"LA","David","Dunmure",,"Mr","advocate","substitute to lord's advocate",,0,"Involved in cases and trials in 1661.","LEM","07/02/01 09:35:56","jhm","11/20/03 16:18:44"
"LA/283",283,"LA","David","Mowbray",,,,,"Nether Liberton",0,"Involved in trials in 1661.","LEM","07/02/01 09:36:38","jhm","12/05/03 09:58:34"
"LA/284",284,"LA","Nathaniel","Fife",,"Mr","advocate",,,0,"Involved in cases in 1661-2. Was defence advocate.","LEM","07/02/01 16:00:54","jhm","11/25/03 10:16:18"
"LA/285",285,"LA","William","Brodie",,,,,,0,"Involved in trial in 1661.","LEM","07/02/01 16:01:15","jhm","11/18/03 10:40:23"
"LA/286",286,"LA","James","Ker",,,,,,0,"Involved with cases in 1661.","LEM","07/02/01 16:25:53","jhm","12/01/03 14:37:54"
"LA/287",287,"LA","Charles","Lumsden",,"Mr","minister",,"Duddingston",0,"Involved in cases in 1649 and 1661. Minister at Duddingston 1640-1681.","LEM","07/03/01 09:17:58","jhm","01/22/04 13:24:00"
"LA/288",288,"LA","Robert","Wilson",,"of Auld Liston",,"constable in Auld Liston","Auld Liston",0,"Told Jonet Miller that if she confessed she wouldn't be tortured. Involved in cases in 1661.","LEM","07/03/01 09:25:13","jhm","01/22/04 14:26:47"
"LA/289",289,"LA","James","Wilkie",,"of Newliston",,,"Newliston",0,"Involved in case in 1661.","LEM","07/03/01 09:32:10","jhm","12/18/03 15:53:21"
"LA/29",29,"LA","John","Oliphant",,"Mr","advocate","substitute Lord's Advocate",,0,"Involved in cases/trials in 1629, 1630, 1634 and 1645.","LEM","05/18/01 11:51:12","jhm","01/22/04 12:02:37"
"LA/290",290,"LA","Claud","Greenlees",,,,,,0,"Involved in case in 1661.","LEM","07/03/01 09:32:46","jhm","11/27/03 10:55:47"
"LA/291",291,"LA","Patrick","Thomson",,"younger",,,"Duddingston",0,"Involved in cases in 1661.","LEM","07/03/01 09:48:17","jhm","12/17/03 11:16:07"
"LA/292",292,"LA","John","Mowbray",,,"merchant",,"Edinburgh",0,"Involved in trials in 1661.","LEM","07/03/01 09:53:09","jhm","12/05/03 09:59:43"
"LA/293",293,"LA","William","Calderwood",,"Mr","minister",,"Dalkeith",0,"Involved in cases in 1661. Minister at Dalkeith 1659-1680.","LEM","07/03/01 10:17:50","jhm","01/07/04 16:10:16"
"LA/294",294,"LA","Andrew","Birnie",,"Mr","Advocate","sometime substitute to lord's advocate",,0,"Involved in trials in 1661-2.","LEM","07/03/01 11:09:28","jhm","12/19/03 14:38:29"
"LA/295",295,"LA","John","Fletcher",,"Mr","advocate","Lord Advocate",,0,"Involved in 1661.","LEM","07/03/01 11:09:57","jhm","11/25/03 10:23:12"
"LA/296",296,"LA","James","Bannatyne",,"of Newhall",,,"Bathgate",0,"Involved in 1661.","LEM","07/03/01 12:35:46","jhm","12/19/03 14:33:38"
"LA/297",297,"LA","William","Weir",,,"merchant",,"Edinburgh",0,"Involved in case and trial in 1629.","LEM","07/03/01 15:24:54","jhm","12/18/03 15:08:32"
"LA/298",298,"LA","John","Hamilton",,"Earl of Haddington",,,"Haddington",0,"Involved in cases in 1661-2.","LEM","07/03/01 15:45:58","jhm","01/09/04 12:11:02"
"LA/299",299,"LA","William","Blackwood",,,"merchant",,"Edinburgh",0,"Involved in trial in 1661.","LEM","07/04/01 12:49:08","jhm","11/18/03 09:56:04"
"LA/3",3,"LA","James","Home",,"Mr","Minister",,"Dunbar",0,"Involved in the trials of Margaret Melrois and Janet Acheisoun in 1624 and 111629. Possibly the same as LA/134.","LEM","05/17/01 09:59:41","jhm","11/27/03 16:26:00"
"LA/30",30,"LA","Robert","Acheson",,,,,"Niddrie",0,"Spouse to Katherine Oswald (1629)","LEM","05/18/01 11:51:54","jhm","11/12/03 14:08:33"
"LA/307",307,"LA","David","Livingston",,,,,"Dalkeith",0,"Involved in trial in 1661.","LEM","07/05/01 10:30:00","jhm","12/01/03 16:10:30"
"LA/308",308,"LA","Robert","Colville",,"Sir of Cleish",,"bailie of Culross","Cleish or Culross",0,"Involved in cases in 1621, 1624 and 1645. May be the same as LA/542.","LEM","07/05/01 11:48:58","jhm","11/20/03 12:27:41"
"LA/309",309,"LA","Johnne,","Erskine",,"of Balgonie",,,"Balgonie",0,"Involved in case in 1621.","LEM","07/05/01 11:50:06","jhm","11/20/03 16:50:05"
